test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
XLOC_017196	XLOC_017196	MIR146A	chr5:159912358-159912457	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017197	XLOC_017197	GABRA6	chr5:161112657-161129598	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017198	XLOC_017198	GABRA1	chr5:161274196-161326965	Normal	Disease	NOTEST	0.0146247	0	-inf	0	1	1	no
XLOC_017199	XLOC_017199	GABRG2	chr5:161494647-161582545	Normal	Disease	NOTEST	0.0148868	0	-inf	0	1	1	no
XLOC_017200	XLOC_017200	CCNG1	chr5:162864576-162872022	Normal	Disease	OK	38.554	44.238	0.198406	3.64924	5e-05	8.03331e-05	yes
XLOC_017201	XLOC_017201	HMMR	chr5:162887516-162918953	Normal	Disease	OK	0.34883	2.10393	2.59249	6.35539	5e-05	8.03331e-05	yes
XLOC_017202	XLOC_017202	MAT2B	chr5:162930230-162946328	Normal	Disease	OK	31.0133	21.3286	-0.5401	-7.22519	5e-05	8.03331e-05	yes
XLOC_017203	XLOC_017203	ODZ2	chr5:166711842-167691162	Normal	Disease	OK	1.16822	0.726707	-0.684864	-3.9854	5e-05	8.03331e-05	yes
XLOC_017204	XLOC_017204	WWC1	chr5:167719064-167899308	Normal	Disease	OK	20.3325	11.2362	-0.855637	-16.2344	5e-05	8.03331e-05	yes
XLOC_017205	XLOC_017205	RARS	chr5:167913462-167946309	Normal	Disease	OK	24.6856	34.0977	0.466007	6.96615	5e-05	8.03331e-05	yes
XLOC_017206	XLOC_017206	FBLL1	chr5:167956581-167957639	Normal	Disease	OK	8.38012	5.51541	-0.603504	-2.89957	5e-05	8.03331e-05	yes
XLOC_017207	XLOC_017207	MIR103B1	chr5:167982627-168006614	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017208	XLOC_017208	CCDC99	chr5:169010637-169031781	Normal	Disease	OK	1.10449	2.16271	0.969461	3.66846	5e-05	8.03331e-05	yes
XLOC_017209	XLOC_017209	DOCK2	chr5:169064250-169510386	Normal	Disease	OK	0.264479	0.768318	1.53855	4.66589	5e-05	8.03331e-05	yes
XLOC_017210	XLOC_017210	MIR378E	chr5:169064250-169510386	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017211	XLOC_017211	FOXI1	chr5:169532916-169536729	Normal	Disease	OK	1.50431	0.242981	-2.63019	-4.43278	0.0001	0.000157641	yes
XLOC_017212	XLOC_017212	C5orf58	chr5:169659949-169673235	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017213	XLOC_017213	LOC257358	chr5:169758434-169762104	Normal	Disease	NOTEST	0.0277299	0.0938729	1.75927	0	1	1	no
XLOC_017214	XLOC_017214	KCNIP1	chr5:169780880-170163636	Normal	Disease	OK	3.23263	2.062	-0.648663	-2.32878	0.0014	0.00201208	yes
XLOC_017215	XLOC_017215	GABRP	chr5:170210722-170241050	Normal	Disease	OK	1.43174	1.93993	0.43824	1.98027	0.006	0.00811024	yes
XLOC_017216	XLOC_017216	RANBP17	chr5:170288895-170727019	Normal	Disease	OK	0.561111	2.1894	1.96417	7.67892	5e-05	8.03331e-05	yes
XLOC_017217	XLOC_017217	TLX3	chr5:170736287-170739138	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017218	XLOC_017218	NPM1	chr5:170814707-170837888	Normal	Disease	OK	180.536	363.48	1.00959	28.7179	5e-05	8.03331e-05	yes
XLOC_017219	XLOC_017219	FGF18	chr5:170846666-170884630	Normal	Disease	OK	0.997462	1.68796	0.75895	2.25928	0.00195	0.00276274	yes
XLOC_017220	XLOC_017220	EFCAB9	chr5:171621175-171630458	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017221	XLOC_017221	NEURL1B	chr5:172068275-172118533	Normal	Disease	OK	8.95651	7.60429	-0.236124	-3.37212	5e-05	8.03331e-05	yes
XLOC_017222	XLOC_017222	ERGIC1	chr5:172261222-172379688	Normal	Disease	OK	351.672	205.924	-0.772121	-40.851	5e-05	8.03331e-05	yes
XLOC_017223	XLOC_017223	RPL26L1	chr5:172386438-172396774	Normal	Disease	OK	10.4607	8.35412	-0.324419	-1.41884	0.0438	0.0538844	no
XLOC_017224	XLOC_017224	ATP6V0E1	chr5:172410762-172461900	Normal	Disease	OK	386.502	407.544	0.0764813	2.09026	5e-05	8.03331e-05	yes
XLOC_017225	XLOC_017225	SNORA74B	chr5:172410762-172461900	Normal	Disease	OK	0	4.15748	inf	-nan	0.13575	0.156819	no
XLOC_017226	XLOC_017226	C5orf41	chr5:172483354-172566291	Normal	Disease	OK	5.1212	7.98818	0.641385	8.17901	5e-05	8.03331e-05	yes
XLOC_017227	XLOC_017227	BNIP1	chr5:172571444-172591390	Normal	Disease	OK	16.7865	10.848	-0.629873	-4.65244	5e-05	8.03331e-05	yes
XLOC_017228	XLOC_017228	LOC285593	chr5:173006645-173012075	Normal	Disease	NOTEST	0	0.0515598	inf	0	1	1	no
XLOC_017229	XLOC_017229	CPEB4	chr5:173315330-173387313	Normal	Disease	OK	2.18624	2.7613	0.336894	2.89062	0.0001	0.000157641	yes
XLOC_017230	XLOC_017230	C5orf47	chr5:173416161-173433143	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017231	XLOC_017231	HMP19	chr5:173472723-173536182	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017232	XLOC_017232	MSX2	chr5:174151574-174157902	Normal	Disease	OK	1.46677	0.718266	-1.03005	-2.86906	0.0004	0.000603897	yes
XLOC_017233	XLOC_017233	MIR4634	chr5:174178736-174178790	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017234	XLOC_017234	SFXN1	chr5:174905513-174955621	Normal	Disease	OK	11.1014	14.1758	0.352694	4.16135	5e-05	8.03331e-05	yes
XLOC_017235	XLOC_017235	HRH2	chr5:175085039-175113245	Normal	Disease	OK	1.76131	1.52575	-0.207128	-0.686903	0.315	0.346443	no
XLOC_017236	XLOC_017236	CPLX2	chr5:175223609-175311023	Normal	Disease	NOTEST	0.136824	0.154547	0.175722	0	1	1	no
XLOC_017237	XLOC_017237	FAM153B	chr5:175511908-175543457	Normal	Disease	NOTEST	0.0586379	0.198484	1.75912	0	1	1	no
XLOC_017238	XLOC_017238	LOC100507387	chr5:175546551-175552168	Normal	Disease	OK	0.648361	0.81063	0.322246	0.446353	0.51795	0.55065	no
XLOC_017239	XLOC_017239	C5orf25	chr5:175665369-175772990	Normal	Disease	OK	5.98011	5.6676	-0.0774346	-0.506596	0.4703	0.504039	no
XLOC_017240	XLOC_017240	ARL10	chr5:175792501-175800503	Normal	Disease	NOTEST	0	0.256071	inf	0	1	1	no
XLOC_017241	XLOC_017241	HIGD2A	chr5:175815783-175816751	Normal	Disease	OK	370.651	225.893	-0.714422	-15.5952	5e-05	8.03331e-05	yes
XLOC_017242	XLOC_017242	FAF2	chr5:175875355-175937075	Normal	Disease	OK	20.2835	20.0097	-0.0196049	-0.367904	0.6019	0.632286	no
XLOC_017243	XLOC_017243	CDHR2	chr5:175969511-176022769	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017244	XLOC_017244	EIF4E1B	chr5:176057682-176073642	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017245	XLOC_017245	TSPAN17	chr5:176074387-176086059	Normal	Disease	OK	13.7661	13.3222	-0.0472854	-0.523056	0.44055	0.474178	no
XLOC_017246	XLOC_017246	UNC5A	chr5:176237559-176326333	Normal	Disease	OK	0.598622	0.444745	-0.428668	-1.14308	0.1097	0.128665	no
XLOC_017247	XLOC_017247	ZNF346	chr5:176449696-176493745	Normal	Disease	OK	3.79518	3.82575	0.0115727	0.0759044	0.9157	0.925164	no
XLOC_017248	XLOC_017248	FGFR4	chr5:176513920-176525126	Normal	Disease	OK	0.846714	0.377921	-1.16379	-2.65407	0.0002	0.000309487	yes
XLOC_017249	XLOC_017249	NSD1	chr5:176560079-176727214	Normal	Disease	OK	4.48681	4.77685	0.0903678	1.31774	0.0519	0.0632986	no
XLOC_017250	XLOC_017250	PRELID1	chr5:176730834-176739292	Normal	Disease	OK	63.0805	51.2596	-0.299372	-4.18763	5e-05	8.03331e-05	yes
XLOC_017251	XLOC_017251	RGS14	chr5:176784843-176799599	Normal	Disease	OK	3.90583	2.07608	-0.911764	-4.47684	5e-05	8.03331e-05	yes
XLOC_017252	XLOC_017252	SLC34A1	chr5:176811431-176825849	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017253	XLOC_017253	GRK6	chr5:176853686-176883287	Normal	Disease	OK	18.5584	13.9525	-0.411556	-5.25765	5e-05	8.03331e-05	yes
XLOC_017254	XLOC_017254	PRR7	chr5:176853686-176883287	Normal	Disease	OK	2.40056	3.2684	0.445214	1.52491	0.02925	0.036672	yes
XLOC_017255	XLOC_017255	TMED9	chr5:177019212-177023099	Normal	Disease	OK	236.525	146.489	-0.691201	-20.5018	5e-05	8.03331e-05	yes
XLOC_017256	XLOC_017256	B4GALT7	chr5:177027118-177037346	Normal	Disease	OK	19.8845	14.3902	-0.466558	-4.73065	5e-05	8.03331e-05	yes
XLOC_017257	XLOC_017257	LOC728554	chr5:177302261-177311269	Normal	Disease	OK	4.64131	4.88877	0.0749382	0.420181	0.55425	0.586332	no
XLOC_017258	XLOC_017258	FAM153C	chr5:177433966-177476088	Normal	Disease	NOTEST	0	0.142036	inf	0	1	1	no
XLOC_017259	XLOC_017259	N4BP3	chr5:177540555-177553107	Normal	Disease	NOTEST	0.587124	0.282712	-1.05433	0	1	1	no
XLOC_017260	XLOC_017260	RMND5B	chr5:177558027-177575479	Normal	Disease	OK	23.963	14.8774	-0.687684	-7.51694	5e-05	8.03331e-05	yes
XLOC_017261	XLOC_017261	HNRNPAB	chr5:177631507-177659803	Normal	Disease	OK	173.054	178.093	0.0414094	1.19017	0.0556	0.0675454	no
XLOC_017262	XLOC_017262	ZNF354B	chr5:178286953-178311424	Normal	Disease	OK	0.862629	3.57961	2.05299	6.81238	5e-05	8.03331e-05	yes
XLOC_017263	XLOC_017263	ZFP2	chr5:178322915-178360210	Normal	Disease	OK	0.428575	2.27619	2.409	6.11181	5e-05	8.03331e-05	yes
XLOC_017264	XLOC_017264	ZNF454	chr5:178368193-178393218	Normal	Disease	OK	0.639361	0.73131	0.193853	0.427756	0.528	0.56068	no
XLOC_017265	XLOC_017265	ZNF879	chr5:178450775-178461388	Normal	Disease	OK	0.902054	1.87974	1.05925	3.62683	0.0001	0.000157641	yes
XLOC_017266	XLOC_017266	ZNF354C	chr5:178487606-178507691	Normal	Disease	NOTEST	0	0.202085	inf	0	1	1	no
XLOC_017267	XLOC_017267	RUFY1	chr5:178977561-179037027	Normal	Disease	OK	22.9419	25.2025	0.135583	1.96786	0.0047	0.00642276	yes
XLOC_017268	XLOC_017268	CANX	chr5:179125929-179158639	Normal	Disease	OK	143.176	222.841	0.638223	25.5383	5e-05	8.03331e-05	yes
XLOC_017269	XLOC_017269	MAML1	chr5:179159850-179204287	Normal	Disease	OK	8.31969	7.0974	-0.229238	-2.98124	5e-05	8.03331e-05	yes
XLOC_017270	XLOC_017270	LTC4S	chr5:179220985-179223513	Normal	Disease	OK	7.41022	6.20273	-0.256614	-0.916979	0.1919	0.217543	no
XLOC_017271	XLOC_017271	SQSTM1	chr5:179224597-179285840	Normal	Disease	OK	220.508	107.985	-1.02999	-32.0748	5e-05	8.03331e-05	yes
XLOC_017272	XLOC_017272	CNOT6	chr5:179921416-180005353	Normal	Disease	OK	4.64183	9.21399	0.989131	11.9981	5e-05	8.03331e-05	yes
XLOC_017273	XLOC_017273	LOC729678	chr5:180256953-180262726	Normal	Disease	OK	18.7227	9.45295	-0.985952	-8.85741	5e-05	8.03331e-05	yes
XLOC_017274	XLOC_017274	BTNL8	chr5:180326076-180377906	Normal	Disease	NOTEST	0	0.0446202	inf	0	1	1	no
XLOC_017275	XLOC_017275	BTNL3	chr5:180415844-180433727	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017276	XLOC_017276	BTNL9	chr5:180467224-180488523	Normal	Disease	OK	0.92747	1.18059	0.348138	1.29038	0.0721	0.0862665	no
XLOC_017277	XLOC_017277	OR2V2	chr5:180581942-180582890	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017278	XLOC_017278	TRIM41	chr5:180650262-180662808	Normal	Disease	OK	13.3452	9.82733	-0.441446	-5.24502	5e-05	8.03331e-05	yes
XLOC_017279	XLOC_017279	LOC100132062,LOC100133331	chr5:180750506-180755196	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017280	XLOC_017280	OR4F3	chr5:180794287-180795226	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017281	XLOC_017281	CCDC127	chr5:204874-218297	Normal	Disease	OK	21.9051	12.3451	-0.827322	-7.24971	5e-05	8.03331e-05	yes
XLOC_017282	XLOC_017282	C5orf55	chr5:441642-443258	Normal	Disease	OK	6.85775	2.87218	-1.25559	-5.97943	5e-05	8.03331e-05	yes
XLOC_017283	XLOC_017283	PP7080	chr5:470624-473080	Normal	Disease	OK	11.1887	13.3899	0.259098	2.25164	0.0012	0.00173491	yes
XLOC_017284	XLOC_017284	SLC9A3	chr5:473333-524549	Normal	Disease	NOTEST	0.0863245	0.146173	0.75983	0	1	1	no
XLOC_017285	XLOC_017285	MIR4456	chr5:535954-535997	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017286	XLOC_017286	TPPP	chr5:659976-693510	Normal	Disease	OK	0.994989	0.70254	-0.502101	-2.18711	0.0026	0.00363556	yes
XLOC_017287	XLOC_017287	ZDHHC11	chr5:795719-851101	Normal	Disease	OK	0.462208	1.61733	1.807	4.76016	5e-05	8.03331e-05	yes
XLOC_017288	XLOC_017288	BRD9	chr5:863849-892939	Normal	Disease	OK	15.3341	21.1021	0.460643	6.0684	5e-05	8.03331e-05	yes
XLOC_017289	XLOC_017289	LOC100506688	chr5:988424-997455	Normal	Disease	NOTEST	0	0.0888456	inf	0	1	1	no
XLOC_017290	XLOC_017290	SLC12A7	chr5:1050488-1112172	Normal	Disease	OK	8.99081	12.4488	0.469487	6.57329	5e-05	8.03331e-05	yes
XLOC_017291	XLOC_017291	MIR4635	chr5:1050488-1112172	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017292	XLOC_017292	TERT	chr5:1253286-1295162	Normal	Disease	NOTEST	0	0.121408	inf	0	1	1	no
XLOC_017293	XLOC_017293	MIR4457	chr5:1309424-1309492	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017294	XLOC_017294	CLPTM1L	chr5:1317999-1345002	Normal	Disease	OK	57.3914	29.3038	-0.969746	-16.8953	5e-05	8.03331e-05	yes
XLOC_017295	XLOC_017295	SLC6A3	chr5:1392904-1445543	Normal	Disease	NOTEST	0.134162	0.101009	-0.409482	0	1	1	no
XLOC_017296	XLOC_017296	LPCAT1	chr5:1461541-1524076	Normal	Disease	OK	9.42072	18.6271	0.98349	13.4381	5e-05	8.03331e-05	yes
XLOC_017297	XLOC_017297	SDHAP3	chr5:1572072-1594646	Normal	Disease	OK	1.6862	7.46529	2.14642	6.93827	5e-05	8.03331e-05	yes
XLOC_017298	XLOC_017298	LOC728613	chr5:1597671-1634120	Normal	Disease	OK	2.31673	4.80731	1.05314	5.74267	5e-05	8.03331e-05	yes
XLOC_017299	XLOC_017299	MIR4277	chr5:1708899-1708983	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017300	XLOC_017300	MRPL36	chr5:1798498-1799956	Normal	Disease	OK	118.653	115.34	-0.0408572	-0.573236	0.415	0.4487	no
XLOC_017301	XLOC_017301	IRX4	chr5:1877540-1882880	Normal	Disease	OK	10.3665	17.2832	0.737437	7.53809	5e-05	8.03331e-05	yes
XLOC_017302	XLOC_017302	IRX2	chr5:2746278-2751769	Normal	Disease	OK	16.106	25.0588	0.637719	8.75631	5e-05	8.03331e-05	yes
XLOC_017303	XLOC_017303	LOC285577	chr5:3417265-3536208	Normal	Disease	NOTEST	0	0.0418924	inf	0	1	1	no
XLOC_017304	XLOC_017304	FLJ33360	chr5:6310553-6337405	Normal	Disease	NOTEST	0.250517	0.367558	0.553061	0	1	1	no
XLOC_017305	XLOC_017305	MED10	chr5:6372038-6378639	Normal	Disease	OK	27.4458	16.2361	-0.757383	-6.24338	5e-05	8.03331e-05	yes
XLOC_017306	XLOC_017306	NSUN2	chr5:6599351-6633473	Normal	Disease	OK	11.086	13.417	0.275321	3.34114	5e-05	8.03331e-05	yes
XLOC_017307	XLOC_017307	MIR4278	chr5:6827965-6828034	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017308	XLOC_017308	MIR4454	chr5:7269415-7269467	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017309	XLOC_017309	LOC442132	chr5:7299486-7306827	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017310	XLOC_017310	C5orf49	chr5:7830490-7851603	Normal	Disease	OK	3.99413	2.4979	-0.677164	-3.52363	5e-05	8.03331e-05	yes
XLOC_017311	XLOC_017311	FASTKD3	chr5:7859271-7869150	Normal	Disease	OK	3.6545	4.0025	0.131227	0.46191	0.5046	0.537595	no
XLOC_017312	XLOC_017312	LOC729506	chr5:8333595-8457677	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017313	XLOC_017313	SEMA5A	chr5:9035137-9546233	Normal	Disease	OK	1.4068	1.04177	-0.433385	-3.19457	5e-05	8.03331e-05	yes
XLOC_017314	XLOC_017314	MIR4636	chr5:9035137-9546233	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017315	XLOC_017315	TAS2R1	chr5:9629108-9630463	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017316	XLOC_017316	LOC285692	chr5:9641426-9903936	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017317	XLOC_017317	FAM173B	chr5:10226437-10250014	Normal	Disease	OK	6.24099	7.95303	0.34973	2.35377	0.00115	0.00166609	yes
XLOC_017318	XLOC_017318	CMBL	chr5:10277706-10308168	Normal	Disease	OK	25.8575	10.6222	-1.28351	-19.5763	5e-05	8.03331e-05	yes
XLOC_017319	XLOC_017319	DAP	chr5:10679341-10761387	Normal	Disease	OK	175.884	77.781	-1.17714	-35.9811	5e-05	8.03331e-05	yes
XLOC_017320	XLOC_017320	CTNND2	chr5:10971951-11904110	Normal	Disease	OK	1.53165	1.93449	0.336865	2.01917	0.00535	0.00727145	yes
XLOC_017321	XLOC_017321	DNAH5	chr5:13690436-13944589	Normal	Disease	OK	0.768713	2.33583	1.60341	13.4572	5e-05	8.03331e-05	yes
XLOC_017322	XLOC_017322	ANKH	chr5:14704908-14871887	Normal	Disease	OK	49.8763	29.6238	-0.751599	-21.1243	5e-05	8.03331e-05	yes
XLOC_017323	XLOC_017323	MIR4637	chr5:14704908-14871887	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017324	XLOC_017324	MARCH11	chr5:16067473-16179897	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017325	XLOC_017325	ZNF622	chr5:16451627-16465894	Normal	Disease	OK	13.6154	10.614	-0.359272	-3.03531	5e-05	8.03331e-05	yes
XLOC_017326	XLOC_017326	FAM134B	chr5:16473146-16617167	Normal	Disease	OK	12.0753	10.1263	-0.253954	-2.86753	5e-05	8.03331e-05	yes
XLOC_017327	XLOC_017327	MYO10	chr5:16662015-16936385	Normal	Disease	OK	8.61555	10.224	0.246942	5.09175	5e-05	8.03331e-05	yes
XLOC_017328	XLOC_017328	LOC285696	chr5:17130136-17217531	Normal	Disease	NOTEST	0.0714263	0.0604871	-0.239828	0	1	1	no
XLOC_017329	XLOC_017329	LOC401177	chr5:17379014-17387419	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017330	XLOC_017330	CDH18	chr5:19473154-19988353	Normal	Disease	NOTEST	0.220255	0.0217558	-3.3397	0	1	1	no
XLOC_017331	XLOC_017331	CDH12	chr5:21750972-22853731	Normal	Disease	NOTEST	0.0134313	0	-inf	0	1	1	no
XLOC_017332	XLOC_017332	CDH10	chr5:24487208-24645085	Normal	Disease	OK	0.343917	0.854355	1.31277	3.31888	0.0001	0.000157641	yes
XLOC_017333	XLOC_017333	LOC340107	chr5:24835388-24840692	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017334	XLOC_017334	CDH9	chr5:26880708-27038689	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017335	XLOC_017335	DROSHA	chr5:31400601-31532282	Normal	Disease	OK	6.05673	9.17417	0.599039	7.20655	5e-05	8.03331e-05	yes
XLOC_017336	XLOC_017336	MIR4279	chr5:31799030-32111038	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017337	XLOC_017337	GOLPH3	chr5:32124823-32174425	Normal	Disease	OK	117.932	70.8577	-0.734957	-21.9237	5e-05	8.03331e-05	yes
XLOC_017338	XLOC_017338	MTMR12	chr5:32227110-32313114	Normal	Disease	OK	6.32041	6.15569	-0.0380967	-0.424838	0.54575	0.577928	no
XLOC_017339	XLOC_017339	ZFR	chr5:32354455-32444844	Normal	Disease	OK	14.3548	21.2846	0.568271	10.037	5e-05	8.03331e-05	yes
XLOC_017340	XLOC_017340	ADAMTS12	chr5:33527286-33892124	Normal	Disease	NOTEST	0.175699	0.198465	0.175774	0	1	1	no
XLOC_017341	XLOC_017341	SLC45A2	chr5:33944720-33984780	Normal	Disease	OK	0.248226	14.3365	5.8519	9.51736	5e-05	8.03331e-05	yes
XLOC_017342	XLOC_017342	AMACR,C1QTNF3	chr5:33987090-34124633	Normal	Disease	OK	75.874	767.162	3.33785	116.492	5e-05	8.03331e-05	yes
XLOC_017343	XLOC_017343	RAD1	chr5:34905365-34915780	Normal	Disease	OK	6.70766	7.02885	0.0674803	0.74088	0.29065	0.321263	no
XLOC_017344	XLOC_017344	AGXT2	chr5:34998205-35048240	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017345	XLOC_017345	PRLR	chr5:35048860-35230823	Normal	Disease	OK	0.798027	0.538468	-0.567577	-1.98091	0.0015	0.00214817	yes
XLOC_017346	XLOC_017346	CAPSL	chr5:35904397-35938881	Normal	Disease	OK	0.64501	0.080629	-2.99995	-1.27689	0.03775	0.0467534	yes
XLOC_017347	XLOC_017347	UGT3A1	chr5:35953190-36001130	Normal	Disease	NOTEST	0.10934	0.0246822	-2.14728	0	1	1	no
XLOC_017348	XLOC_017348	UGT3A2	chr5:36035118-36067023	Normal	Disease	NOTEST	0.100777	0.15157	0.588809	0	1	1	no
XLOC_017349	XLOC_017349	LMBRD2	chr5:36103413-36152015	Normal	Disease	OK	3.3892	4.40591	0.378495	2.55766	0.0005	0.00074851	yes
XLOC_017350	XLOC_017350	MIR580	chr5:36103413-36152015	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017351	XLOC_017351	NADKD1	chr5:36192693-36242258	Normal	Disease	OK	8.84436	15.6656	0.824772	9.9927	5e-05	8.03331e-05	yes
XLOC_017352	XLOC_017352	RANBP3L	chr5:36249103-36302011	Normal	Disease	OK	2.16168	2.97303	0.45978	2.21464	0.001	0.00145762	yes
XLOC_017353	XLOC_017353	LOC646719	chr5:36871462-36876796	Normal	Disease	OK	2.56001	4.22753	0.723663	5.83884	5e-05	8.03331e-05	yes
XLOC_017354	XLOC_017354	C5orf42	chr5:37106329-37249530	Normal	Disease	OK	0.841128	2.02128	1.26487	9.174	5e-05	8.03331e-05	yes
XLOC_017355	XLOC_017355	NUP155	chr5:37291940-37371197	Normal	Disease	OK	1.23864	2.01195	0.69984	3.42035	5e-05	8.03331e-05	yes
XLOC_017356	XLOC_017356	GDNF	chr5:37812778-37839782	Normal	Disease	OK	2.01732	1.9464	-0.0516374	-0.26712	0.6968	0.723575	no
XLOC_017357	XLOC_017357	EGFLAM-AS4	chr5:38258510-38465582	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017358	XLOC_017358	LIFR	chr5:38475064-38595507	Normal	Disease	OK	8.00143	10.3788	0.375314	6.61641	5e-05	8.03331e-05	yes
XLOC_017359	XLOC_017359	MIR3650	chr5:38475064-38595507	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017360	XLOC_017360	RICTOR	chr5:38938021-39074501	Normal	Disease	OK	1.44494	3.81878	1.4021	12.313	5e-05	8.03331e-05	yes
XLOC_017361	XLOC_017361	FYB	chr5:39105353-39270759	Normal	Disease	OK	4.63222	7.84365	0.759821	7.7403	5e-05	8.03331e-05	yes
XLOC_017362	XLOC_017362	C9	chr5:39284377-39364655	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017363	XLOC_017363	DAB2	chr5:39371775-39425335	Normal	Disease	OK	7.70462	12.1462	0.656708	8.18011	5e-05	8.03331e-05	yes
XLOC_017364	XLOC_017364	TTC33	chr5:40711677-40756072	Normal	Disease	OK	1.79487	1.58888	-0.175878	-1.05831	0.13265	0.153469	no
XLOC_017365	XLOC_017365	PRKAA1	chr5:40759480-40798297	Normal	Disease	OK	7.69474	11.4605	0.57472	7.44005	5e-05	8.03331e-05	yes
XLOC_017366	XLOC_017366	LOC100506548	chr5:40825364-40829244	Normal	Disease	OK	7.30545	15.0827	1.04585	12.5639	5e-05	8.03331e-05	yes
XLOC_017367	XLOC_017367	RPL37	chr5:40831429-40835387	Normal	Disease	OK	1101.21	1063.05	-0.0508881	-2.08419	5e-05	8.03331e-05	yes
XLOC_017368	XLOC_017368	SNORD72	chr5:40831429-40835387	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017369	XLOC_017369	HEATR7B2	chr5:40998121-41071444	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_017370	XLOC_017370	C6	chr5:41142335-41261540	Normal	Disease	NOTEST	0.0326679	0.129147	1.98306	0	1	1	no
XLOC_017371	XLOC_017371	PLCXD3	chr5:41307047-41510730	Normal	Disease	NOTEST	0.0295613	0.0668016	1.17617	0	1	1	no
XLOC_017372	XLOC_017372	OXCT1	chr5:41730166-41870791	Normal	Disease	OK	9.31372	11.4155	0.293567	3.44593	5e-05	8.03331e-05	yes
XLOC_017373	XLOC_017373	SEPP1	chr5:42756919-42812024	Normal	Disease	OK	94.7888	84.8638	-0.159568	-3.62346	5e-05	8.03331e-05	yes
XLOC_017374	XLOC_017374	LOC648987	chr5:43014830-43018913	Normal	Disease	OK	4.61133	5.44565	0.23992	1.60542	0.021	0.0267875	yes
XLOC_017375	XLOC_017375	C5orf39	chr5:43039181-43040447	Normal	Disease	OK	2.18266	10.1294	2.21439	8.66677	5e-05	8.03331e-05	yes
XLOC_017376	XLOC_017376	LOC100132356	chr5:43065288-43067073	Normal	Disease	OK	3.08243	7.78297	1.33625	7.06164	5e-05	8.03331e-05	yes
XLOC_017377	XLOC_017377	HMGCS1	chr5:43289492-43313595	Normal	Disease	OK	11.9474	10.3828	-0.202506	-2.37691	0.0006	0.000891159	yes
XLOC_017378	XLOC_017378	CCL28	chr5:43381599-43412488	Normal	Disease	OK	0.268492	0.704166	1.39104	1.21526	0.1686	0.192508	no
XLOC_017379	XLOC_017379	C5orf28	chr5:43444353-43483992	Normal	Disease	OK	2.32357	2.25526	-0.0430496	-0.209874	0.7658	0.78837	no
XLOC_017380	XLOC_017380	C5orf34	chr5:43486802-43515273	Normal	Disease	OK	0.691109	1.02214	0.564608	1.55489	0.0297	0.037201	yes
XLOC_017381	XLOC_017381	PAIP1	chr5:43526369-43557521	Normal	Disease	OK	9.53252	11.6864	0.293904	2.83004	5e-05	8.03331e-05	yes
